stateFIPS,CongressionalDistrict,StateLower,StateAbbreviation,Population2016,FracCDFromSLD,FracSLDFromCD
18,2,16,IN,24036.44,0.033,0.007
18,2,17,IN,63234.757,0.087,0.018
18,2,18,IN,40814.708,0.056,0.012
18,2,20,IN,61362.528,0.085,0.018
18,2,21,IN,67010.964,0.093,0.02
18,2,22,IN,38407.332,0.053,0.011
18,2,23,IN,35541.073,0.049,0.011
18,2,48,IN,67107.993,0.093,0.025
18,2,49,IN,66651.041,0.092,0.025
18,2,82,IN,3056.318,0.004,0.002
18,3,18,IN,20092.505,0.027,0.006
18,3,22,IN,28227.863,0.038,0.008
18,3,31,IN,4713.751,0.006,0.002
18,3,33,IN,21046,0.028,0.006
18,3,50,IN,65422.351,0.088,0.026
18,3,51,IN,66514.273,0.09,0.026
18,3,52,IN,66243.221,0.09,0.027
18,3,79,IN,66620.711,0.09,0.03
18,3,80,IN,67973.438,0.092,0.031
18,3,81,IN,68044.323,0.092,0.039
18,3,82,IN,61940.027,0.084,0.036
18,3,83,IN,66664.536,0.09,0.039
18,3,84,IN,68059.959,0.092,0.04
18,3,85,IN,67768.08,0.092,0.039
18,4,13,IN,65389.324,0.087,0.019
18,4,16,IN,39880.004,0.053,0.012
18,4,23,IN,27542.645,0.037,0.008
18,4,24,IN,857.246,0.001,0
18,4,25,IN,65075.851,0.087,0.019
18,4,26,IN,70840.491,0.094,0.021
18,4,27,IN,70263.623,0.094,0.021
18,4,28,IN,71312.732,0.095,0.021
18,4,30,IN,48281.407,0.064,0.015
18,4,38,IN,64406.458,0.086,0.022
18,4,40,IN,72151.266,0.096,0.023
18,4,41,IN,68134.225,0.091,0.024
18,4,42,IN,5293.447,0.007,0.002
18,4,44,IN,47536.514,0.063,0.018
18,4,60,IN,13124.396,0.017,0.005
18,4,91,IN,20417.461,0.027,0.012
18,5,18,IN,3416.547,0.004,0.001
18,5,24,IN,74207.784,0.097,0.022
18,5,29,IN,74373.333,0.097,0.022
18,5,30,IN,16633.912,0.022,0.005
18,5,31,IN,50271.387,0.066,0.016
18,5,32,IN,65295.475,0.085,0.02
18,5,33,IN,137.992,0,0
18,5,35,IN,37714.444,0.049,0.012
18,5,36,IN,63881.866,0.083,0.02
18,5,37,IN,74236.215,0.097,0.025
18,5,39,IN,74150.948,0.097,0.024
18,5,41,IN,1407.436,0.002,0
18,5,53,IN,24724.535,0.032,0.01
18,5,86,IN,64527.926,0.084,0.037
18,5,87,IN,66173.058,0.086,0.038
18,5,88,IN,47032.253,0.061,0.027
18,5,94,IN,13520.504,0.018,0.008
18,5,95,IN,11568.017,0.015,0.007
18,5,96,IN,3524.687,0.005,0.002
18,6,31,IN,6803.297,0.009,0.002
18,6,32,IN,1991.377,0.003,0.001
18,6,33,IN,42242.028,0.059,0.013
18,6,34,IN,63333.047,0.088,0.021
18,6,35,IN,26315.251,0.037,0.009
18,6,53,IN,42191.246,0.059,0.017
18,6,54,IN,63621.62,0.089,0.026
18,6,55,IN,64074.246,0.089,0.027
18,6,56,IN,62657.974,0.087,0.026
18,6,57,IN,65301.795,0.091,0.027
18,6,59,IN,68180.562,0.095,0.028
18,6,66,IN,32899.369,0.046,0.014
18,6,67,IN,64122.965,0.089,0.027
18,6,68,IN,63469.295,0.088,0.028
18,6,69,IN,29100.001,0.04,0.013
18,6,88,IN,22396.691,0.031,0.013
18,7,86,IN,2994.369,0.004,0.002
18,7,87,IN,1667.011,0.002,0.001
18,7,89,IN,66974.265,0.089,0.038
18,7,90,IN,67616.065,0.09,0.039
18,7,91,IN,47867.19,0.064,0.028
18,7,92,IN,67492.081,0.09,0.039
18,7,93,IN,50693.816,0.068,0.029
18,7,94,IN,53717.358,0.072,0.031
18,7,95,IN,56434.586,0.075,0.033
18,7,96,IN,63529.803,0.085,0.037
18,7,97,IN,68109.917,0.091,0.039
18,7,98,IN,67417.065,0.09,0.039
18,7,99,IN,67971.347,0.091,0.039
18,7,100,IN,68110.959,0.091,0.046
18,8,42,IN,57400.449,0.08,0.021
18,8,43,IN,65089.054,0.09,0.023
18,8,44,IN,11849.431,0.016,0.004
18,8,45,IN,63787.298,0.088,0.023
18,8,46,IN,46862.202,0.065,0.017
18,8,62,IN,34887.411,0.048,0.015
18,8,63,IN,66570.064,0.092,0.028
18,8,64,IN,64499.776,0.089,0.027
18,8,74,IN,47580.225,0.066,0.021
18,8,75,IN,66430.221,0.092,0.029
18,8,76,IN,64532.866,0.089,0.029
18,8,77,IN,65830.038,0.091,0.029
18,8,78,IN,65737.889,0.091,0.03
18,9,44,IN,4571.737,0.006,0.002
18,9,46,IN,18199.918,0.024,0.007
18,9,47,IN,69425.126,0.093,0.026
18,9,58,IN,70292.79,0.094,0.029
18,9,60,IN,53185.932,0.071,0.021
18,9,61,IN,67889.838,0.091,0.028
18,9,62,IN,31111.43,0.042,0.013
18,9,65,IN,64806.292,0.087,0.027
18,9,66,IN,32224.862,0.043,0.014
18,9,69,IN,36371.796,0.049,0.016
18,9,70,IN,66703.707,0.089,0.029
18,9,71,IN,68501.573,0.091,0.03
18,9,72,IN,67030.997,0.09,0.029
18,9,73,IN,64163.238,0.086,0.028
18,9,74,IN,16420.624,0.022,0.007
18,9,93,IN,17808.537,0.024,0.01
19,1,51,IA,30149.241,0.039,0.012
19,1,55,IA,29526.244,0.038,0.012
19,1,56,IA,29293.806,0.038,0.012
19,1,57,IA,31413.879,0.041,0.013
19,1,58,IA,30063.732,0.039,0.012
19,1,59,IA,30734.494,0.04,0.013
19,1,60,IA,30762.881,0.04,0.012
19,1,61,IA,30905.832,0.04,0.013
19,1,62,IA,31061.963,0.04,0.013
19,1,63,IA,31175.04,0.04,0.013
19,1,64,IA,30082.962,0.039,0.013
19,1,65,IA,31779.043,0.041,0.013
19,1,66,IA,31805.278,0.041,0.013
19,1,67,IA,32129.543,0.042,0.014
19,1,68,IA,31802.129,0.041,0.014
19,1,69,IA,32118,0.042,0.014
19,1,70,IA,31896.576,0.041,0.014
19,1,71,IA,30418.463,0.039,0.013
19,1,72,IA,30274.328,0.039,0.013
19,1,75,IA,30242.743,0.039,0.013
19,1,76,IA,30300.257,0.039,0.014
19,1,95,IA,31826.179,0.041,0.018
19,1,96,IA,29858.985,0.039,0.017
19,1,99,IA,31465.667,0.041,0.018
19,1,100,IA,31438.737,0.041,0.021
19,2,27,IA,29776.479,0.038,0.009
19,2,28,IA,30150.301,0.039,0.009
19,2,29,IA,30066.245,0.039,0.009
19,2,73,IA,31368.944,0.04,0.014
19,2,74,IA,34261.332,0.044,0.015
19,2,77,IA,33896.314,0.043,0.015
19,2,78,IA,30336.564,0.039,0.014
19,2,79,IA,30311.945,0.039,0.014
19,2,80,IA,29582.441,0.038,0.013
19,2,81,IA,30053.589,0.039,0.017
19,2,82,IA,31234.104,0.04,0.018
19,2,83,IA,29280.186,0.038,0.017
19,2,84,IA,30158.146,0.039,0.018
19,2,85,IA,34137.047,0.044,0.02
19,2,86,IA,34147.124,0.044,0.02
19,2,87,IA,29990.75,0.038,0.017
19,2,88,IA,30139.252,0.039,0.017
19,2,89,IA,31938.547,0.041,0.018
19,2,90,IA,31897.836,0.041,0.019
19,2,91,IA,30881.239,0.04,0.018
19,2,92,IA,31831.027,0.041,0.018
19,2,93,IA,31799.711,0.041,0.018
19,2,94,IA,32105.568,0.041,0.018
19,2,97,IA,30580.059,0.039,0.017
19,2,98,IA,29630.252,0.038,0.017
19,3,15,IA,30719.182,0.037,0.009
19,3,16,IA,30372.612,0.037,0.009
19,3,19,IA,37973.605,0.046,0.011
19,3,20,IA,31953.326,0.039,0.009
19,3,21,IA,29343.597,0.036,0.009
19,3,22,IA,30681.009,0.037,0.009
19,3,23,IA,29395.58,0.036,0.009
19,3,24,IA,29426.42,0.036,0.009
19,3,25,IA,32035.065,0.039,0.009
19,3,26,IA,33014.819,0.04,0.01
19,3,30,IA,33614.881,0.041,0.01
19,3,31,IA,33718.355,0.041,0.011
19,3,32,IA,33611.578,0.041,0.01
19,3,33,IA,33762.387,0.041,0.01
19,3,34,IA,33524.616,0.041,0.011
19,3,35,IA,33305.558,0.04,0.011
19,3,36,IA,33615.981,0.041,0.011
19,3,37,IA,33457.467,0.041,0.011
19,3,38,IA,33562.043,0.041,0.011
19,3,39,IA,33407.932,0.041,0.011
19,3,40,IA,33471.778,0.041,0.011
19,3,41,IA,33640.199,0.041,0.012
19,3,42,IA,33817.791,0.041,0.012
19,3,43,IA,33416.738,0.041,0.012
19,3,44,IA,38648.482,0.047,0.014
19,4,1,IA,30595.842,0.04,0.01
19,4,2,IA,29845.158,0.039,0.009
19,4,3,IA,29609.463,0.039,0.009
19,4,4,IA,31678.86,0.042,0.009
19,4,5,IA,30551.374,0.04,0.009
19,4,6,IA,30670.134,0.04,0.009
19,4,7,IA,29519.013,0.039,0.009
19,4,8,IA,29497.987,0.039,0.009
19,4,9,IA,29415.78,0.039,0.009
19,4,10,IA,29548.358,0.039,0.009
19,4,11,IA,30208,0.04,0.009
19,4,12,IA,29783.219,0.039,0.009
19,4,13,IA,30879.37,0.041,0.009
19,4,14,IA,30844.162,0.041,0.009
19,4,17,IA,29276.889,0.039,0.008
19,4,18,IA,29998.529,0.04,0.009
19,4,45,IA,33033.067,0.044,0.012
19,4,46,IA,33078.607,0.044,0.012
19,4,47,IA,30302.36,0.04,0.011
19,4,48,IA,29954.984,0.039,0.011
19,4,49,IA,32174.077,0.042,0.012
19,4,50,IA,29949.664,0.039,0.012
19,4,52,IA,29627.541,0.039,0.012
19,4,53,IA,29698.604,0.039,0.012
19,4,54,IA,29379.958,0.039,0.012
20,1,51,KS,21664.204,0.031,0.008
20,1,60,KS,23802.146,0.034,0.01
20,1,61,KS,10692.573,0.015,0.004
20,1,64,KS,22830.482,0.032,0.01
20,1,65,KS,23703.27,0.034,0.01
20,1,66,KS,33754.448,0.048,0.014
20,1,67,KS,24364.129,0.034,0.01
20,1,68,KS,22632.247,0.032,0.01
20,1,69,KS,22347.95,0.032,0.01
20,1,70,KS,21405.859,0.03,0.009
20,1,71,KS,22412.408,0.032,0.01
20,1,73,KS,22487.455,0.032,0.01
20,1,74,KS,10045.087,0.014,0.004
20,1,76,KS,8253.665,0.012,0.004
20,1,101,KS,7078.453,0.01,0.006
20,1,102,KS,22376.064,0.032,0.019
20,1,104,KS,22288.845,0.032,0.019
20,1,106,KS,16086.584,0.023,0.014
20,1,107,KS,22190.052,0.031,0.02
20,1,108,KS,22164.615,0.031,0.021
20,1,109,KS,21430.737,0.03,0.02
20,1,110,KS,21703.209,0.031,0.02
20,1,111,KS,24711.172,0.035,0.025
20,1,112,KS,21656.848,0.031,0.022
20,1,113,KS,8370.316,0.012,0.008
20,1,114,KS,14481.611,0.02,0.014
20,1,115,KS,21321.817,0.03,0.021
20,1,117,KS,15857.656,0.022,0.016
20,1,118,KS,21767.457,0.031,0.022
20,1,119,KS,22683.13,0.032,0.026
20,1,120,KS,22249.163,0.031,0.025
20,1,122,KS,22054.069,0.031,0.034
20,1,123,KS,22932.278,0.032,0.037
20,1,124,KS,21336.673,0.03,0.035
20,1,125,KS,22396.346,0.032,0.039
20,2,1,KS,21435.342,0.03,0.007
20,2,2,KS,22590.307,0.032,0.007
20,2,3,KS,23784.219,0.033,0.007
20,2,4,KS,22230.003,0.031,0.007
20,2,5,KS,22331.246,0.031,0.007
20,2,6,KS,13924.769,0.019,0.004
20,2,7,KS,21260.721,0.03,0.006
20,2,9,KS,21748.919,0.03,0.007
20,2,10,KS,26056.168,0.036,0.008
20,2,11,KS,21525.711,0.03,0.006
20,2,12,KS,9214.226,0.013,0.003
20,2,13,KS,12979.263,0.018,0.004
20,2,26,KS,263.414,0,0
20,2,38,KS,15346.997,0.021,0.005
20,2,40,KS,24017.956,0.034,0.008
20,2,41,KS,23997.964,0.034,0.008
20,2,42,KS,23992.869,0.034,0.009
20,2,44,KS,26557.31,0.037,0.01
20,2,45,KS,25197.221,0.035,0.009
20,2,46,KS,33310.338,0.047,0.012
20,2,47,KS,22203.935,0.031,0.008
20,2,50,KS,22507.785,0.031,0.009
20,2,51,KS,1909.272,0.003,0.001
20,2,52,KS,22262.493,0.031,0.009
20,2,53,KS,22610.908,0.032,0.009
20,2,54,KS,22187.716,0.031,0.009
20,2,55,KS,23098.488,0.032,0.01
20,2,56,KS,22773.101,0.032,0.009
20,2,57,KS,22848.19,0.032,0.009
20,2,58,KS,22890.24,0.032,0.009
20,2,59,KS,22142.296,0.031,0.009
20,2,61,KS,12633.46,0.018,0.005
20,2,62,KS,22202.732,0.031,0.009
20,2,63,KS,22423.809,0.031,0.009
20,2,76,KS,13971.973,0.02,0.006
20,2,106,KS,5101.264,0.007,0.005
20,3,6,KS,8567,0.011,0.003
20,3,8,KS,23953.535,0.032,0.007
20,3,14,KS,24151.152,0.032,0.007
20,3,15,KS,24274.662,0.032,0.007
20,3,16,KS,24139.338,0.032,0.007
20,3,17,KS,23621.667,0.031,0.007
20,3,18,KS,24072.749,0.032,0.007
20,3,19,KS,24049.121,0.032,0.007
20,3,20,KS,23855.8,0.031,0.007
20,3,21,KS,24333.733,0.032,0.007
20,3,22,KS,24133.968,0.032,0.007
20,3,23,KS,24330.511,0.032,0.007
20,3,24,KS,24302.587,0.032,0.007
20,3,25,KS,24183.372,0.032,0.007
20,3,26,KS,23526.214,0.031,0.007
20,3,27,KS,23801.026,0.031,0.007
20,3,28,KS,24132.894,0.032,0.007
20,3,29,KS,24074.897,0.032,0.007
20,3,30,KS,24293.994,0.032,0.007
20,3,31,KS,23881.121,0.031,0.008
20,3,32,KS,23466.095,0.031,0.007
20,3,33,KS,23490.019,0.031,0.007
20,3,34,KS,23145.725,0.03,0.008
20,3,35,KS,23190.452,0.031,0.008
20,3,36,KS,23260.143,0.031,0.007
20,3,37,KS,23397.445,0.031,0.008
20,3,38,KS,8334.279,0.011,0.003
20,3,39,KS,24370.249,0.032,0.008
20,3,43,KS,24351.991,0.032,0.009
20,3,48,KS,23970.719,0.032,0.009
20,3,49,KS,24591.494,0.032,0.009
20,3,78,KS,24269.292,0.032,0.011
20,3,121,KS,24430.393,0.032,0.038
20,4,12,KS,12209.768,0.017,0.004
20,4,13,KS,8018.388,0.011,0.002
20,4,72,KS,23030.75,0.032,0.01
20,4,74,KS,12612.729,0.017,0.006
20,4,75,KS,23255.274,0.032,0.01
20,4,77,KS,23150.484,0.032,0.01
20,4,79,KS,22094.946,0.031,0.01
20,4,80,KS,22500.681,0.031,0.01
20,4,81,KS,23478.017,0.032,0.014
20,4,82,KS,23267.12,0.032,0.014
20,4,83,KS,23203.714,0.032,0.013
20,4,84,KS,23374.254,0.032,0.014
20,4,85,KS,23175.867,0.032,0.013
20,4,86,KS,23405.075,0.032,0.013
20,4,87,KS,23306.449,0.032,0.013
20,4,88,KS,23292.066,0.032,0.013
20,4,89,KS,23559.177,0.033,0.013
20,4,90,KS,23099.952,0.032,0.013
20,4,91,KS,23035.229,0.032,0.013
20,4,92,KS,23290.012,0.032,0.013
20,4,93,KS,23167.757,0.032,0.013
20,4,94,KS,22918.111,0.032,0.013
20,4,95,KS,23667.049,0.033,0.014
20,4,96,KS,23550.958,0.033,0.014
20,4,97,KS,23386.582,0.032,0.013
20,4,98,KS,23522.193,0.032,0.014
20,4,99,KS,23047.31,0.032,0.013
20,4,100,KS,23276.656,0.032,0.016
20,4,101,KS,15724.61,0.022,0.013
20,4,103,KS,23393.774,0.032,0.019
20,4,105,KS,23328.024,0.032,0.019
20,4,113,KS,13792,0.019,0.014
20,4,114,KS,7467,0.01,0.007
20,4,115,KS,576.029,0.001,0.001
20,4,116,KS,21345.994,0.029,0.021
20,4,117,KS,5751.719,0.008,0.006
21,1,1,KY,40033.079,0.056,0.013
21,1,2,KY,42758.512,0.059,0.013
21,1,3,KY,41065.03,0.057,0.013
21,1,4,KY,40552.772,0.056,0.012
21,1,5,KY,46565.262,0.065,0.014
21,1,6,KY,41636.379,0.058,0.012
21,1,7,KY,21084.402,0.029,0.006
21,1,8,KY,44636.195,0.062,0.013
21,1,9,KY,40362.756,0.056,0.013
21,1,11,KY,40048.598,0.056,0.012
21,1,12,KY,38949.365,0.054,0.012
21,1,14,KY,24378,0.034,0.007
21,1,15,KY,44733.651,0.062,0.013
21,1,16,KY,38888,0.054,0.011
21,1,21,KY,20606,0.029,0.006
21,1,22,KY,38714,0.054,0.011
21,1,24,KY,19205,0.027,0.006
21,1,51,KY,44677,0.062,0.017
21,1,54,KY,15815,0.022,0.006
21,1,55,KY,429.637,0.001,0
21,1,83,KY,34637,0.048,0.02
21,2,7,KY,23322.165,0.031,0.007
21,2,10,KY,45160.781,0.06,0.013
21,2,11,KY,4241.425,0.006,0.001
21,2,12,KY,5909.946,0.008,0.002
21,2,13,KY,45077.901,0.06,0.013
21,2,14,KY,21122.564,0.028,0.006
21,2,16,KY,2485.444,0.003,0.001
21,2,17,KY,45450.313,0.06,0.013
21,2,18,KY,43486.866,0.058,0.013
21,2,19,KY,48445.824,0.064,0.014
21,2,20,KY,48118.099,0.064,0.014
21,2,21,KY,20944.285,0.028,0.006
21,2,22,KY,5500.409,0.007,0.002
21,2,23,KY,44483.911,0.059,0.014
21,2,24,KY,25156,0.033,0.007
21,2,25,KY,42886.541,0.057,0.012
21,2,26,KY,44532.256,0.059,0.013
21,2,27,KY,43332.227,0.058,0.013
21,2,39,KY,618.551,0.001,0
21,2,49,KY,44579.482,0.059,0.017
21,2,50,KY,45559,0.061,0.018
21,2,53,KY,8993.646,0.012,0.004
21,2,54,KY,30022.925,0.04,0.012
21,2,55,KY,45985.625,0.061,0.019
21,2,71,KY,17292,0.023,0.008
21,3,28,KY,42825.244,0.057,0.012
21,3,29,KY,42641.418,0.057,0.013
21,3,30,KY,42888.24,0.057,0.013
21,3,31,KY,42728.167,0.057,0.014
21,3,32,KY,43444.882,0.058,0.014
21,3,33,KY,37970.38,0.051,0.012
21,3,34,KY,42730.232,0.057,0.014
21,3,35,KY,42747.789,0.057,0.014
21,3,36,KY,25302.915,0.034,0.008
21,3,37,KY,42595.978,0.057,0.014
21,3,38,KY,42938.844,0.057,0.014
21,3,40,KY,43561.58,0.058,0.014
21,3,41,KY,42678.596,0.057,0.015
21,3,42,KY,42833.505,0.057,0.016
21,3,43,KY,43040.051,0.058,0.015
21,3,44,KY,42872.749,0.057,0.016
21,3,46,KY,43005.971,0.058,0.015
21,3,48,KY,40033.775,0.054,0.015
21,4,29,KY,172.466,0,0
21,4,33,KY,8912.925,0.012,0.003
21,4,36,KY,20515.276,0.027,0.007
21,4,47,KY,43726,0.058,0.016
21,4,48,KY,5254.278,0.007,0.002
21,4,53,KY,12532.916,0.017,0.005
21,4,58,KY,46408,0.062,0.019
21,4,59,KY,49216.739,0.066,0.02
21,4,60,KY,49058.774,0.066,0.02
21,4,61,KY,37476.358,0.05,0.015
21,4,62,KY,10642,0.014,0.004
21,4,63,KY,47586.175,0.064,0.02
21,4,64,KY,47031.646,0.063,0.02
21,4,65,KY,43563.986,0.058,0.018
21,4,66,KY,49160.468,0.066,0.021
21,4,67,KY,41912.235,0.056,0.018
21,4,68,KY,46667.936,0.062,0.02
21,4,69,KY,48157.421,0.064,0.021
21,4,70,KY,25590,0.034,0.011
21,4,78,KY,26221.912,0.035,0.012
21,4,98,KY,39238.01,0.052,0.023
21,4,99,KY,13442,0.018,0.008
21,4,100,KY,35559.31,0.048,0.024
21,5,52,KY,44236.582,0.063,0.018
21,5,71,KY,16850,0.024,0.007
21,5,80,KY,44496.131,0.063,0.02
21,5,82,KY,46075.044,0.066,0.027
21,5,83,KY,9593.958,0.014,0.006
21,5,84,KY,42768.018,0.061,0.025
21,5,85,KY,42114.531,0.06,0.024
21,5,86,KY,45542.176,0.065,0.026
21,5,87,KY,38859.982,0.055,0.023
21,5,89,KY,24837.706,0.035,0.014
21,5,90,KY,42095.946,0.06,0.024
21,5,91,KY,24355,0.035,0.014
21,5,92,KY,39077.313,0.056,0.023
21,5,93,KY,39843.294,0.057,0.023
21,5,94,KY,41046.41,0.058,0.024
21,5,95,KY,40700.983,0.058,0.024
21,5,96,KY,42909,0.061,0.025
21,5,97,KY,36276,0.052,0.021
21,5,98,KY,892.845,0.001,0.001
21,5,99,KY,32039,0.046,0.018
21,5,100,KY,8334.836,0.012,0.006
21,6,39,KY,44792.909,0.058,0.014
21,6,45,KY,48369.738,0.063,0.017
21,6,53,KY,22158,0.029,0.009
21,6,56,KY,46408.687,0.061,0.019
21,6,57,KY,44484.798,0.058,0.018
21,6,61,KY,9833.789,0.013,0.004
21,6,62,KY,38112.55,0.05,0.016
21,6,70,KY,16662,0.022,0.007
21,6,71,KY,12578.44,0.016,0.005
21,6,72,KY,45306.086,0.059,0.02
21,6,73,KY,41974.843,0.055,0.018
21,6,74,KY,46487,0.061,0.02
21,6,75,KY,48279.307,0.063,0.021
21,6,76,KY,47786.244,0.062,0.021
21,6,77,KY,48004.785,0.063,0.021
21,6,78,KY,15444.922,0.02,0.007
21,6,79,KY,49004.907,0.064,0.022
21,6,81,KY,48761.838,0.064,0.028
21,6,88,KY,48690.552,0.064,0.028
21,6,89,KY,20312.123,0.026,0.012
21,6,91,KY,16045.756,0.021,0.009
21,6,97,KY,7159,0.009,0.004
22,1,51,LA,10627.66,0.013,0.004
22,1,52,LA,29942.776,0.037,0.012
22,1,53,LA,34818.746,0.043,0.014
22,1,54,LA,41431.909,0.052,0.017
22,1,55,LA,1999.413,0.002,0.001
22,1,72,LA,13581.872,0.017,0.006
22,1,73,LA,41853.062,0.052,0.018
22,1,74,LA,27629.967,0.034,0.012
22,1,75,LA,865.81,0.001,0
22,1,76,LA,44760.634,0.056,0.02
22,1,77,LA,45125.185,0.056,0.02
22,1,78,LA,41743.738,0.052,0.019
22,1,79,LA,45339.448,0.057,0.02
22,1,80,LA,45637.156,0.057,0.021
22,1,82,LA,43368.518,0.054,0.025
22,1,84,LA,12279.707,0.015,0.007
22,1,86,LA,23066.407,0.029,0.013
22,1,89,LA,45283.591,0.057,0.026
22,1,90,LA,45189.199,0.056,0.026
22,1,91,LA,2035.876,0.003,0.001
22,1,92,LA,23872.162,0.03,0.014
22,1,94,LA,45144.451,0.056,0.026
22,1,97,LA,547.682,0.001,0
22,1,98,LA,20972.479,0.026,0.012
22,1,103,LA,47666.585,0.06,0.039
22,1,104,LA,44747.614,0.056,0.037
22,1,105,LA,21485.415,0.027,0.018
22,2,18,LA,3876.624,0.005,0.001
22,2,29,LA,34674.017,0.043,0.01
22,2,51,LA,781.016,0.001,0
22,2,56,LA,25033.642,0.031,0.01
22,2,57,LA,33854.383,0.042,0.014
22,2,58,LA,43308.702,0.054,0.018
22,2,60,LA,22692.244,0.028,0.009
22,2,61,LA,30548.187,0.038,0.012
22,2,63,LA,20974.14,0.026,0.009
22,2,67,LA,17749.615,0.022,0.007
22,2,78,LA,3399.929,0.004,0.002
22,2,81,LA,13418.711,0.017,0.008
22,2,82,LA,2099.095,0.003,0.001
22,2,83,LA,45395.962,0.057,0.026
22,2,84,LA,29451.921,0.037,0.017
22,2,85,LA,44733.94,0.056,0.026
22,2,87,LA,41841.629,0.052,0.024
22,2,88,LA,1612.617,0.002,0.001
22,2,91,LA,49326.714,0.062,0.029
22,2,92,LA,19415.622,0.024,0.011
22,2,93,LA,51576.653,0.064,0.03
22,2,94,LA,3328.224,0.004,0.002
22,2,97,LA,49029.531,0.061,0.028
22,2,98,LA,30005.253,0.037,0.017
22,2,99,LA,47258.957,0.059,0.027
22,2,100,LA,47444.554,0.059,0.032
22,2,101,LA,7477.852,0.009,0.006
22,2,102,LA,50452.822,0.063,0.042
22,2,103,LA,5866.237,0.007,0.005
22,2,105,LA,25141.842,0.031,0.021
22,3,31,LA,45459.54,0.058,0.015
22,3,32,LA,5332.21,0.007,0.002
22,3,33,LA,46903.471,0.06,0.014
22,3,34,LA,46871.211,0.06,0.015
22,3,35,LA,37962.341,0.048,0.012
22,3,36,LA,46120.914,0.059,0.015
22,3,37,LA,44165.974,0.056,0.015
22,3,39,LA,39181.957,0.05,0.013
22,3,40,LA,1532.114,0.002,0
22,3,41,LA,23957.481,0.03,0.008
22,3,42,LA,42050.649,0.054,0.015
22,3,43,LA,46097.869,0.059,0.016
22,3,44,LA,45305.839,0.058,0.017
22,3,45,LA,47269.027,0.06,0.017
22,3,46,LA,38586.606,0.049,0.014
22,3,47,LA,46617.163,0.059,0.017
22,3,48,LA,43715.798,0.056,0.016
22,3,49,LA,41916.383,0.053,0.016
22,3,50,LA,43181.842,0.055,0.017
22,3,51,LA,10405.255,0.013,0.004
22,3,96,LA,42896.279,0.055,0.025
22,4,1,LA,41304.438,0.055,0.013
22,4,2,LA,43561.94,0.058,0.014
22,4,3,LA,40810.67,0.054,0.013
22,4,4,LA,41572.93,0.055,0.012
22,4,5,LA,40712.093,0.054,0.012
22,4,6,LA,43245.074,0.057,0.013
22,4,7,LA,44419.417,0.059,0.013
22,4,8,LA,48467.38,0.064,0.014
22,4,9,LA,48437.207,0.064,0.015
22,4,10,LA,42091.504,0.056,0.012
22,4,11,LA,19507.204,0.026,0.006
22,4,12,LA,22487,0.03,0.007
22,4,13,LA,10489.796,0.014,0.003
22,4,22,LA,11854.937,0.016,0.003
22,4,23,LA,42434.833,0.056,0.013
22,4,24,LA,44286.493,0.059,0.013
22,4,30,LA,44579.2,0.059,0.014
22,4,32,LA,40004.683,0.053,0.012
22,4,35,LA,8853.2,0.012,0.003
22,4,38,LA,31200.413,0.041,0.01
22,4,39,LA,3063.222,0.004,0.001
22,4,40,LA,20953.648,0.028,0.007
22,4,41,LA,19635.47,0.026,0.007
22,5,11,LA,24816.98,0.033,0.007
22,5,12,LA,22928.02,0.03,0.007
22,5,13,LA,31966.694,0.042,0.009
22,5,14,LA,44816.622,0.059,0.013
22,5,15,LA,44583.703,0.059,0.013
22,5,16,LA,42075.263,0.056,0.012
22,5,17,LA,43932.16,0.058,0.013
22,5,18,LA,5897.006,0.008,0.002
22,5,19,LA,42854.511,0.057,0.013
22,5,20,LA,44358.648,0.059,0.013
22,5,21,LA,38846.559,0.051,0.011
22,5,22,LA,32418.839,0.043,0.009
22,5,25,LA,44697.741,0.059,0.013
22,5,26,LA,42815.212,0.057,0.013
22,5,27,LA,44911.047,0.06,0.014
22,5,28,LA,41117,0.054,0.012
22,5,38,LA,11231.815,0.015,0.004
22,5,39,LA,5773.344,0.008,0.002
22,5,40,LA,18806.878,0.025,0.006
22,5,46,LA,3914.285,0.005,0.001
22,5,62,LA,19001.509,0.025,0.008
22,5,72,LA,22134.084,0.029,0.01
22,5,73,LA,2840.935,0.004,0.001
22,5,74,LA,16258.333,0.022,0.007
22,5,75,LA,39539.44,0.052,0.017
22,5,86,LA,22146.773,0.029,0.013
22,6,18,LA,32121.332,0.041,0.009
22,6,29,LA,8054.483,0.01,0.002
22,6,51,LA,22863.269,0.029,0.009
22,6,52,LA,15956.672,0.02,0.006
22,6,53,LA,10995.073,0.014,0.005
22,6,54,LA,4802.062,0.006,0.002
22,6,55,LA,44185.096,0.056,0.018
22,6,56,LA,20225.368,0.026,0.008
22,6,57,LA,8516.425,0.011,0.004
22,6,59,LA,47345.387,0.06,0.019
22,6,60,LA,18557.717,0.024,0.007
22,6,61,LA,12168.901,0.016,0.005
22,6,62,LA,21671.425,0.028,0.009
22,6,63,LA,22175.593,0.028,0.009
22,6,64,LA,43573.898,0.056,0.018
22,6,65,LA,42484.516,0.054,0.018
22,6,66,LA,44736.098,0.057,0.019
22,6,67,LA,24484.048,0.031,0.01
22,6,68,LA,41873.125,0.053,0.018
22,6,69,LA,43264.495,0.055,0.019
22,6,70,LA,42595.216,0.054,0.018
22,6,71,LA,45441.464,0.058,0.02
22,6,72,LA,7946.633,0.01,0.003
