candidate_id,candidate_name,state_abbreviation,congressional_district,party,cash_on_hand,disbursements,receipts,ind_support,ind_oppose,party_expenditures
H0AZ02174,"WADSACK, JUSTINE LOUISE",AZ,2,Republican,98,17330,17428,0,0,0
H0AZ02182,"MORGAN, JOSEPH DAVID",AZ,2,Republican,3877,29330,33167,0,0,0
H0AZ02190,"MARTIN, BRANDON RAY",AZ,2,Republican,33147,153477,186624,0,0,0
H0AZ02224,"LIGON, MIKE",AZ,2,Republican,0,50500,50500,0,0,0
H0AZ02232,"STAUTZ, SHAY",AZ,2,Republican,7530,237683,245213,0,0,0
H0AZ02265,"RUDEN, NORAN ERIC",AZ,2,Republican,66555,212905,279460,0,0,0
H0AZ02281,"QUILTER, PETER",AZ,2,Democrat,4443,11541,15984,0,0,0
H0AZ03461,"WOOD, DANIEL",AZ,3,Republican,1619,4586,6205,0,0,0
H0AZ04519,"STARKY, STUART",AZ,4,Democrat,997,7360,5784,0,0,0
H0AZ04527,"ROBINSON, EMILY",AZ,4,Independent,240055,213,240267,0,0,0
H0AZ04535,"WARD, ANNE MARIE",AZ,4,Republican,1687,86992,88679,0,0,0
H0AZ05185,"RAMOS, JAVIER GARCIA MR.",AZ,5,Democrat,228,6845,7073,0,0,0
H0AZ06068,"RIMMER, STEPHANIE S",AZ,6,Democrat,23643,158955,182599,0,0,0
H0AZ06084,"GENTLES, KARL E",AZ,6,Democrat,271,234083,234355,0,0,0
H0AZ06092,"LEWELLEN, TOM MR.",AZ,6,Other,1227,8410,13615,0,0,0
H0AZ07082,"BARNETT, JOSH",AZ,7,Republican,3652,7396,11047,0,0,0
H0AZ08072,"MUSCATO, MICHAEL ARCHANGEL",AZ,8,Democrat,45909,169605,215514,10,0,0
H0AZ08080,"OLSEN, ROBERT",AZ,8,Democrat,-10220,69558,60214,0,0,0
H0AZ08098,"RODRIGUEZ, JIMMY",AZ,8,Republican,0,0,0,0,0,0
H0AZ09021,"TUTORA, NICHOLAS",AZ,9,Republican,14474,46062,64102,0,0,0
H0AZ09062,"FUENTES-WOLFE, TALIA",AZ,9,Democrat,0,11529,11529,0,0,0
H0CA02153,"MANGAS MONIZ, RACHEL OLIVIA",CA,2,Democrat,1529,10794,9967,0,0,0
H0CA03078,"BERA, AMERISH",CA,7,Democrat,1893852,851424,1420563,7765,0,0
H0CA03128,"HAMILTON, TAMIKA",CA,3,Republican,25037,121199,146236,0,0,0
H0CA03144,"FEUCHT, J.C. SEAN",CA,3,Republican,20814,312480,333294,0,0,0
H0CA04167,"FRAME, SEAN COLIN",CA,4,Democrat,0,0,0,0,0,0
H0CA04175,"KENNEDY, BRYNNE",CA,4,Democrat,356540,1107274,1463814,765,0,135
H0CA04183,"BENZEL, JULIANNE ELIZABETH MRS.",CA,4,Republican,6445,105099,120608,0,0,0
H0CA06162,"EMARD, BENJAMIN",CA,6,Democrat,0,15957,15957,0,0,0
H0CA06170,"BISH, CHRISTINE",CA,6,Republican,901,14775,15676,0,0,0
H0CA07129,"BURDICK, JEFF",CA,7,Democrat,0,26082,26082,0,0,0
H0CA07137,"PATTERSON, ROBERT BUZZ",CA,7,Republican,12780,16658,29438,0,0,0
H0CA07152,"IVY, JON",CA,7,Republican,20,15031,15050,0,0,0
H0CA08069,"DENNIS, JOHN",CA,12,Republican,0,0,0,0,0,0
H0CA08101,"BUBSER, CHRISTINE",CA,8,Democrat,325032,824123,1149155,765,0,90
H0CA08127,"STAAT, JEREMY",CA,8,Republican,376,123182,125798,0,0,0
H0CA08135,"OBERNOLTE, JAY",CA,8,Republican,300885,1316957,1617842,333236,0,0
H0CA08143,"CONAWAY, ROBERT DEAN",CA,8,Democrat,-26,7496,7471,0,0,0
H0CA08168,"ESMUS, JEFF",CA,8,Other,8520,12480,21000,0,0,0
H0CA09109,"MARTINEK, WILLIAM CHARLES",CA,9,Republican,0,19280,19280,0,0,0
H0CA09125,"AMADOR, ANTONIO",CA,9,Republican,8150,7220,15370,0,0,0
H0CA10073,"DESAULNIER, MARK",CA,11,Democrat,445936,281526,415932,1515,0,0
H0CA10149,"GARAMENDI, JOHN",CA,3,Democrat,950641,567380,793645,1505,0,0
H0CA10248,"DOSSETT, CHARLES",CA,10,Republican,13404,4084,17363,0,0,0
H0CA10263,"SOUSA LIVENGOOD, MARLA",CA,10,Republican,0,139233,139233,0,0,0
H0CA10271,"ELLIOTT, BOB",CA,10,Republican,7065,393494,400559,0,0,0
H0CA10289,"BLEVINS, RYAN",CA,10,Democrat,98,6276,6374,0,0,0
H0CA12111,"BACELAR, AGATHA",CA,12,Democrat,2711,79041,81752,0,0,0
H0CA12129,"GALLAGHER, TOM",CA,12,Democrat,0,9966,15924,0,0,0
H0CA12137,"LORRAINE, DEANNA",CA,12,Republican,1339,262135,263474,0,0,0
H0CA13127,"PITERMAN, KONSTANTINE NIKKA-SHER",CA,13,Republican,1460,5532,5635,0,0,0
H0CA14117,"GOODROW, CRISTOS JON",CA,14,Democrat,5971,9029,15000,0,0,0
H0CA15213,"WAHAB, AISHA",CA,15,Democrat,0,69116,69116,0,0,0
H0CA15221,"WIECKOWSKI, ROBERT",CA,15,Democrat,0,14175,14175,0,0,0
H0CA15262,"SHARMA, NISHA",CA,11,Republican,27773,53599,81372,0,0,0
H0CA16112,"WILLIAMS, KIM",CA,16,Democrat,5703,45910,53242,0,0,0
H0CA16120,"COOKINGHAM, KEVIN",CA,16,Republican,24870,101813,126683,16692,0,0
H0CA16138,"SORIA, ESMERALDA",CA,16,Democrat,534,428789,429323,755,0,0
H0CA17193,"TANDON, RITESH",CA,17,Republican,29080,56658,85738,0,0,0
H0CA18068,"KUMAR, RISHI",CA,18,Democrat,10695,421138,431833,0,0,0
H0CA18084,"FOX, DR. RICHARD B",CA,18,Republican,0,20222,20222,0,0,0
H0CA19173,"DENHAM, JEFF",CA,10,Republican,263952,89946,48331,0,0,0
H0CA20122,"GORMAN, JEFF",CA,20,Republican,5112,42546,47657,0,0,0
H0CA20130,"BOLA?OS SCOW, ADAM",CA,20,Democrat,-0,122627,122627,0,0,0
H0CA22094,"REZVANI SARABI, AMIR DARYOUSH",CA,22,Democrat,0,245761,245761,0,0,0
H0CA22102,"ARBALLO, PHIL",CA,22,Democrat,449127,2175337,2624463,0,0,112
H0CA23167,"MANGONE, KIM",CA,23,Democrat,283643,208396,492039,755,0,0
H0CA24157,"CALDWELL, JAMES ANDREW",CA,24,Republican,230920,564452,795372,0,0,0
H0CA25097,"VALLADARES, SUZETTE MARTINEZ",CA,25,Republican,392,33065,33457,0,0,0
H0CA25105,"GARCIA, MICHAEL",CA,25,Republican,738392,3732640,4471032,714249,537820,96483
H0CA25113,"UNDERWOOD JACOBS, ANGELA",CA,25,Republican,61610,201094,262705,0,0,0
H0CA25121,"CRIPE, MARK",CA,25,Republican,0,23282,23282,0,0,0
H0CA25147,"PAPADOPOULOS, GEORGE",CA,25,Republican,0,135024,135024,0,0,0
H0CA25154,"SMITH, CHRISTY",CA,25,Democrat,402852,3061454,3464306,2528653,2108974,74065
H0CA25170,"UYGUR, CENK",CA,25,Democrat,0,0,0,0,8350,0
H0CA25212,"VALDEZ-ORTEGA, ANIBAL MR.",CA,25,Democrat,17,23560,23577,0,0,0
H0CA25220,"LOZANO, DAVID",CA,25,Republican,1914,7308,8745,0,0,0
H0CA25238,"COOPER, ROBERT",CA,25,Democrat,0,11183,11183,0,0,0
H0CA26137,"SALAS, ROBERT LAMBERT MR.",CA,26,Democrat,-313,9392,7641,0,0,0
H0CA26145,"KENNEDY, RONDA",CA,26,Republican,100972,72891,174907,0,0,0
H0CA27085,"SCHIFF, ADAM",CA,28,Democrat,10846998,6217904,12350322,765,1327,0
H0CA27127,"NALBANDIAN, JOHNNY",CA,27,Republican,289,20350,20602,0,0,0
H0CA28141,"BARBOSA, JENNIFER",CA,28,Independent,6548,360010,366558,0,0,0
H0CA28158,"HOLLIS, JON",CA,28,Republican,0,0,0,0,0,0
H0CA28174,"PUDLO, G MAEBE A. GIRL",CA,28,Democrat,11,4494,7940,0,0,0
H0CA28182,"EARLY, ERIC",CA,28,Republican,478077,999818,1477895,0,0,0
H0CA31129,"GIBBONEY, AGNES",CA,31,Republican,44823,47639,92463,0,0,0
H0CA32101,"CHU, JUDY",CA,27,Democrat,2573616,745543,794798,765,0,0
H0CA32333,"GONZALES, EMANUEL LAWRENCE MR",CA,32,Democrat,159,5887,5812,0,0,0
H0CA32341,"KASHIFALGHITA, MESHAL 'KASH'",CA,32,Democrat,249,30492,30740,0,0,0
H0CA33117,"BASS, KAREN",CA,37,Democrat,1016209,888529,1592399,84,0,0
H0CA33208,"FRICKE, BRANDON",CA,33,Other,0,35908,35908,0,0,0
H0CA33216,"LIEW, SARAH SUN",CA,33,Republican,50,103000,103050,0,0,0
H0CA34115,"MOTIWALLA, FRANCES YASMEEN",CA,34,Democrat,0,120606,120606,0,0,0
H0CA34131,"KIM, DAVID",CA,34,Democrat,23484,57719,81203,0,0,0
H0CA34149,"WRIGHT, JOANNE",CA,34,Republican,0,32291,32291,0,0,0
H0CA35146,"CARGILE, MIKE",CA,35,Republican,10814,5324,16138,0,0,0
H0CA36177,"RUIZ, RAUL",CA,36,Republican,7801,6244,14044,583,0,0
H0CA36185,"STEVANOVICH, MILO MILUTIN",CA,36,Republican,0,41805,41805,0,0,0
H0CA36193,"CRUZ, ERIN",CA,36,Republican,1299,5559,6453,0,0,0
H0CA37167,"WEBBER, ERROL MR.",CA,37,Republican,10190,19242,29434,0,0,0
H0CA37175,"THOMPSON, LARRY",CA,37,Other,0,181350,181350,0,0,0
H0CA39114,"CRUZ-LARA, IGNACIO ISRAEL",CA,19,Republican,-1220,6835,5615,0,0,0
H0CA40120,"FELIX, ANTHONY DR. JR.",CA,40,Democrat,0,5780,5780,0,0,0
H0CA40138,"DELGADO, ANTONIO",CA,40,Republican,3707,27018,30725,0,0,0
H0CA42217,"O'MARA, WILLIAM EDWARD DR IV",CA,42,Democrat,6164,50747,56912,1906,0,0
H0CA42233,"MARSTON, REGINA L MRS",CA,42,Democrat,6982,15676,22658,0,0,0
H0CA43108,"COLLINS, JOE",CA,43,Republican,332892,2832120,3165013,1280,0,0
H0CA44189,"EARLEY, BILLY",CA,44,Republican,0,29580,29580,0,0,0
H0CA45087,"SEDGWICK, DONALD M",CA,45,Republican,0,895705,895705,120963,10000,0
H0CA45095,"HUANG, PEGGY",CA,45,Republican,391,491561,491951,0,0,0
H0CA45103,"GENNAWEY, RAY",CA,45,Republican,0,77674,77674,0,0,0
H0CA45111,"WOOLWORTH, BRENTON",CA,45,Republican,0,10559,10559,0,0,0
H0CA45129,"SPARKS, LISA",CA,45,Republican,0,519919,519919,0,0,0
H0CA45145,"PAI, ADITYA",CA,45,Democrat,0,34823,34823,0,0,0
H0CA45160,"GONZALES, CHRISTOPHER JOHN",CA,45,Republican,1841,36051,37892,0,0,0
H0CA46077,"WATERS, JAMES STEVENS",CA,46,Republican,577,5810,6387,0,0,0
H0CA47133,"MOUA, SOU",CA,47,Republican,1582,7743,9325,0,0,0
H0CA47141,"WEST, AMY PHAN",CA,47,Republican,26104,13292,39396,0,0,0
H0CA47166,"MATHEWS, PETER",CA,47,Democrat,8664,17596,34851,0,0,0
H0CA48156,"BRADLEY, JAMES P.",CA,33,Republican,2116,33569,35560,0,0,0
H0CA48172,"BURLEY, BRIAN J MR.",CA,48,Republican,9,145312,145321,0,0,0
H0CA48198,"STEEL, MICHELLE",CA,48,Republican,2074183,1300268,3374451,191,0,0
H0CA48206,"ENGELS, CHRISTOPHER MICHAEL",CA,48,Republican,0,5000,8500,0,0,0
H0CA49055,"DAVIS, SUSAN A.",CA,53,Democrat,116789,196684,106744,750,0,0
H0CA49113,"WILLIAMS, GRACE I DR",CA,41,Democrat,501,40455,40696,0,0,0
H0CA49139,"FORTIN, MARA",CA,49,Republican,0,54828,54828,0,0,0
H0CA50103,"BALKIN, ALEX",CA,50,Democrat,0,44830,44830,0,0,0
H0CA50111,"WILSKE, LARRY A MR.",CA,50,Republican,3159,463374,466533,0,0,0
H0CA50129,"ABED, SAM",CA,50,Republican,13783,21465,35248,0,0,0
H0CA50145,"DEMAIO, CARL",CA,50,Republican,16724,3039671,3056395,187350,0,0
H0CA50178,"ISSA, DARRELL",CA,50,Republican,515645,7705663,8221308,53381,998501,0
H0CA52059,"RAMOS, FAMELA SALDANA",CA,53,Republican,0,52926,52926,0,0,0
H0CA52067,"CASADY, NANCY LEE",CA,52,Democrat,0,13231,13066,0,0,0
H0CA52075,"CUNNINGHAM, RYAN BARRETT",CA,52,Other,-1044,21571,20527,0,0,0
H0CA52083,"DEBELLO, JAMES",CA,52,Republican,47506,261439,308945,0,0,0
H0CA53073,"RAMON CABALLERO, JOSE IIII",CA,53,Democrat,672,20606,21279,0,0,0
H0CA53081,"VAZQUEZ, JOAQUIN",CA,53,Democrat,15,20242,20257,0,0,0
H0CA53099,"FIELDS, ZACK",CA,53,Democrat,1742,45235,46977,0,0,0
H0CA53107,"GOMEZ, GEORGETTE",CA,53,Democrat,264503,904098,1168601,426471,0,0
H0CA53115,"JACOBS, SARA",CA,53,Democrat,138399,3435645,3574044,0,0,0
H0CA53123,"GOLDBECK, JANESSA",CA,53,Democrat,0,327169,327169,417184,0,0
H0CA53131,"CALDERON, MARISA",CA,50,Democrat,0,119456,119456,0,0,0
H0CA53164,"MEZA, ANNETTE",CA,53,Democrat,4,10670,10674,0,0,0
H0CA53172,"BROOKS II, JOHN L",CA,53,Democrat,5460,6500,12000,0,0,0
H0CA53180,"KUTNER, ERIC ROGER",CA,53,Democrat,4275,3901,8176,0,0,0
H0CA53214,"ORISTIAN, MICHAEL PATRICK",CA,53,Republican,0,18131,18602,0,0,0
H0CA53222,"FOUNTAIN, JOSEPH DR.",CA,53,Democrat,37186,2814,40000,0,0,0
H0CA53230,"WONG, TOM K",CA,53,Democrat,3006,113466,116472,0,0,0
H0CA53248,"SANTORI, SUZETTE",CA,53,Democrat,0,6215,6215,0,0,0
H0CO01136,"DURAN, CRISANTA DESIRAE",CO,1,Democrat,54644,121856,176500,0,0,0
H0CO02225,"WINN, CHARLES E. DR",CO,2,Republican,4627,20273,24900,0,0,0
H0CO03132,"VALDEZ, DONALD",CO,3,Democrat,0,26230,26230,0,0,0
H0CO03157,"IACINO, JAMES",CO,3,Democrat,0,0,0,62410,0,90
H0CO03165,"BOEBERT, LAUREN",CO,3,Republican,10162,141813,151975,0,0,0
H0CO03173,"MILTON, CHRISTOPHER HAWKINS CRITTER",CO,3,Other,2412,8450,10862,0,0,0
H0CO04197,"MCCORKLE, ISAAC IAN",CO,4,Democrat,88956,37548,126504,0,0,0
H0CO05129,"FREELAND, JILLIAN",CO,5,Democrat,8037,36662,53853,0,0,0
H0CO05145,"LUCAS, RYAN",CO,5,Democrat,300,12200,12500,0,0,0
H0CO06101,"STOCKHAM, CASPER WESLEY",CO,7,Republican,3190,38542,41732,3400,0,0
H0CO06119,"HOUSE, STEVEN",CO,6,Republican,425130,383903,809033,0,0,0
H0CT01126,"FAY, MARY",CT,1,Republican,1328,702,6195,0,0,0
H0CT01134,"GRIFFIN, JAMES LEONARD",CT,1,Republican,2623,14326,16949,0,0,0
H0CT02199,"GILMER, THOMAS M",CT,2,Republican,39526,36412,75887,0,0,0
H0CT02207,"ANDERSON, JUSTIN",CT,2,Republican,31166,20568,51734,0,0,0
H0CT03072,"DELAURO, ROSA L",CT,3,Democrat,287525,791252,1062413,10,0,5000
H0CT03155,"STREICKER, MARGARET",CT,3,Republican,456444,191783,648227,0,0,0
H0CT04195,"RIDDLE, JONATHAN",CT,4,Republican,9148,6184,14936,0,0,0
H0CT04229,"GOLDSTEIN, MICHAEL TED",CT,4,Republican,0,28215,28215,0,0,0
H0CT05200,"SULLIVAN, DAVID XAVIER",CT,5,Republican,108744,126116,234860,0,0,0
H0CT05226,"HYDE, ROBERT FINLEY",CT,5,Republican,0,28765,28166,0,0,0
H0CT05234,"MEEHAN, RYAN",CT,5,Republican,586,39321,39907,0,0,0
H0DC00058,"NORTON, ELEANOR HOLMES",DC,0,Democrat,68001,254563,252999,0,0,0
H0DC01015,"KRUCOFF, DAVID",DC,0,Independent,1062,8029,9134,0,0,0
H0FL01146,"MERK, GREGORY CHARLES",FL,1,Republican,294,16040,16334,0,0,0
H0FL01153,"ORAM, ALBERT",FL,1,Other,1040,6960,8000,0,0,0
H0FL02086,"LAWSON, ALFRED JR",FL,5,Democrat,200409,333538,519275,10,0,0
H0FL03159,"WELLS, AMY POPE",FL,3,Republican,129117,87969,217086,0,0,0
H0FL03175,"CAMMACK, KAT",FL,3,Republican,98047,394328,492375,528298,0,0
H0FL03183,"CHRISTENSEN, ADAM J",FL,3,Democrat,15936,17453,31241,0,0,0
H0FL03191,"ROLLINS, GAVIN",FL,3,Republican,47908,131999,179907,0,0,0
H0FL03209,"ST. GEORGE, JAMES",FL,3,Republican,278562,643233,921795,60000,0,0
H0FL03217,"GIUNN, KENT",FL,3,Republican,4501,559,5060,0,0,0
H0FL03233,"CHAMBERLIN, RYAN MR.",FL,3,Republican,41504,124579,166083,0,0,0
H0FL03241,"CHASE, TODD",FL,3,Republican,110698,244786,355484,9733,0,0
H0FL03258,"ENGELBRECHT, CHARLES WILLIAM MR",FL,3,Republican,36788,31742,68530,0,0,0
H0FL03266,"THEUS, DAVID",FL,3,Republican,279,16043,16322,0,0,0
H0FL04140,"AGUILAR, ERICK JAVIER DR.",FL,4,Republican,3837,11220,15057,0,0,0
H0FL04157,"DEEGAN, DONNA",FL,4,Democrat,297083,348775,645858,10,0,0
H0FL05147,"CHESTER, ALBERT II",FL,5,Democrat,31376,46373,77749,0,0,0
H0FL05170,"ADLER, GARY",FL,5,Republican,18015,35561,53576,0,0,0
H0FL05188,"WAGONER, JOHN ROGER",FL,5,Republican,884,23957,57775,0,0,0
H0FL06103,"CURTIS, CLINT",FL,6,Democrat,1773,12110,13883,0,0,0
H0FL06111,"THRIPP, RICHARD",FL,6,Democrat,85318,23349,108667,0,0,0
H0FL07093,"SALADO, ARMANI",FL,7,Republican,0,8380,8380,0,0,0
H0FL07119,"EDWARDS, JANET",FL,7,Republican,-14602,15076,15120,0,0,0
H0FL07127,"THIBODEAU, MIKE",FL,7,Republican,0,12051,12051,0,0,0
H0FL07135,"GOBLE, RICHARD",FL,7,Republican,781,155665,156346,0,0,0
H0FL07143,"VALENTIN, LEO",FL,7,Republican,185049,311710,496759,0,0,0
H0FL07150,"ZHAO, YUKONG",FL,7,Republican,82214,225674,307887,0,0,0
H0FL07168,"DIANGELUS, JEAN ROCHELLE CHELLE",FL,7,Republican,26,23068,23094,0,0,0
H0FL07184,"JACKSON, SEAN",FL,7,Republican,23053,4322,27375,0,0,0
H0FL07192,"GARLINGTON, WILLIAM",FL,7,Other,10400,0,10400,0,0,0
H0FL08208,"WEBSTER, DANIEL",FL,11,Republican,214563,376971,485127,0,0,0
H0FL08224,"KENNEDY, JAMES",FL,8,Democrat,4857,95930,99730,0,0,0
H0FL08265,"CAINE, SCOTT",FL,8,Republican,39795,162021,201816,30000,0,0
H0FL09073,"ORTIZ, SERGIO E",FL,9,Republican,305,10440,10745,0,0,0
H0FL09081,"OLSON, WILLIAM",FL,9,Republican,21628,199306,220934,0,0,0
H0FL09115,"CASTILLO, JOSE ALFREDO",FL,9,Republican,3902,27996,31897,0,0,0
H0FL09131,"WRIGHT, CHRISTOPHER ROBERT",FL,9,Republican,1233,17128,18360,0,0,0
H0FL10089,"TROEN, KIRK",FL,10,Republican,1,31836,31836,0,0,0
H0FL10113,"MONTAGUE, WILLIE",FL,10,Republican,500,13309,13810,0,0,0
H0FL13125,"GRIFFIN, SHEILA",FL,13,Republican,5824,49782,55606,0,0,0
H0FL13133,"MAKKI, AMANDA",FL,13,Republican,484608,722486,1207094,35900,0,0
H0FL13141,"BECKER, MATT",FL,13,Republican,0,118631,84539,0,0,0
H0FL13158,"PAULINA LUNA, ANNA",FL,13,Republican,319173,678665,997838,0,0,0
H0FL13166,"NEWBY, SHARON BARRY",FL,13,Republican,2084,52911,54995,0,0,0
H0FL13174,"SACRAMENTO, NICOLAS",FL,13,Republican,0,5021,100,0,0,0
H0FL14131,"ELLIOTT, PAUL SIDNEY",FL,14,Republican,0,10440,10440,0,0,0
H0FL15070,"PHILIPPE, JESSE",FL,15,Democrat,91,18557,18648,0,0,0
H0FL15088,"HATTERSLEY, ADAM ROGER",FL,15,Democrat,235798,406547,642345,10,0,45
H0FL15104,"FRANKLIN, SCOTT MR.",FL,15,Republican,104030,483411,587441,20000,294347,0
H0FL16094,"GOOD, MARGARET ELIZABETH ROWELL",FL,16,Democrat,1041373,757792,1799165,641,0,90
H0FL17068,"WILSON, FREDERICA S",FL,24,Democrat,306459,288809,266255,10,0,0
H0FL17159,"ELLISON, ALLEN",FL,17,Democrat,9291,25530,33903,0,0,0
H0FL18181,"VESSIO, NICHOLAS P",FL,18,Republican,11383,87380,98763,0,0,0
H0FL18199,"VAZQUEZ, OSVALDO",FL,18,Democrat,61769,388669,450439,0,0,67
H0FL18207,"KEITH, PAMELA M.",FL,18,Democrat,101353,181017,282370,5000,0,0
H0FL19080,"DEUTCH, THEODORE ELIOT",FL,22,Democrat,443698,911748,994574,10,0,0
H0FL19106,"BANYAI, CINDY LYN",FL,19,Democrat,21785,63763,85548,0,0,0
H0FL19114,"FIGLESTHALER, WILLIAM MATTHEW MD",FL,19,Republican,240611,2303673,2544284,0,237963,0
H0FL19122,"EAGLE, DANE",FL,19,Republican,250217,490896,741113,413732,968122,0
H0FL19130,"SEVERSON, DANIEL MARK",FL,19,Republican,2947,138312,141259,0,0,0
H0FL19155,"HOLDEN, DAVID",FL,19,Democrat,42811,186949,229760,0,0,0
H0FL19163,"AQUINO, DARREN DIONE MR.",FL,19,Republican,10981,63793,74774,0,0,0
H0FL19171,"O'CONNELL, FORD",FL,19,Republican,27741,349430,377171,0,0,0
H0FL19189,"HENDERSON, RANDY",FL,19,Republican,40508,223048,263556,0,0,0
H0FL19197,"FITZENHAGEN, HEATHER",FL,19,Republican,11956,104880,116836,0,0,0
H0FL19205,"DONALDS, BYRON",FL,19,Republican,301539,881380,1182918,2782688,265154,0
H0FL19213,"MCLAUGHLIN, CHRISTY",FL,19,Republican,7737,14833,22570,0,0,0
H0FL19221,"ASKAR, CASEY",FL,19,Republican,912201,2774715,3686916,3400,1936853,0
H0FL19247,"KOWAL, DANIEL",FL,19,Republican,19688,39912,59600,0,0,0
H0FL20112,"JONES, LATERESA ANN",FL,20,Republican,137,4306,5097,0,0,0
H0FL20120,"MUSSELWHITE, GREGORY WAYNE SR.",FL,20,Republican,441,23962,24403,0,0,0
H0FL20138,"MODY, ROSHAN",FL,20,Democrat,9250,4450,13700,0,0,0
H0FL20153,"DEGRAMMONT, VIC",FL,20,Republican,282,11201,11483,0,0,0
H0FL21037,"ACOSTA, CHRISTIAN F.",FL,21,Republican,6116,84040,90155,0,0,0
H0FL21045,"BLUEMING JR, MICHAEL JOESPH",FL,21,Republican,0,20937,20937,0,0,0
H0FL21052,"DA ROSA, VICTOR GARCIA",FL,21,Republican,0,5395,5395,0,0,0
H0FL21060,"SCANLAN, AARON",FL,21,Republican,2417,90777,93195,0,0,0
H0FL21078,"LOOMER, LAURA",FL,21,Republican,237563,924059,1161622,26533,0,0
H0FL21086,"VILARDI, MICHAEL",FL,21,Republican,16349,40146,56495,0,0,0
H0FL21094,"FELTON, ELIZABETH",FL,21,Republican,26032,46664,81665,0,0,0
H0FL21110,"SHERRILL, REBA",FL,21,Republican,300038,50065,350102,0,0,0
H0FL21136,"BLUEMLING, MICHAEL JOSEPH JR",FL,21,Republican,0,6266,5431,0,0,0
H0FL21144,"WEISS, GUIDO",FL,21,Democrat,5727,17570,23297,0,0,0
H0FL21177,"MALKEMUS, CHARLESTON",FL,21,Other,3025,6975,10000,0,0,0
H0FL22050,"REYES, OMAR",FL,22,Independent,362,8756,9008,0,0,0
H0FL22084,"MELTON, JESSICA MS.",FL,22,Republican,57909,124829,182738,0,0,0
H0FL22100,"SWAFFAR, DARLENE",FL,22,Republican,6644,17140,18348,0,0,0
H0FL22118,"PRUDEN, JAMES L.",FL,22,Republican,63606,119138,182744,0,0,0
H0FL22159,"FLYNN, FRAN",FL,22,Republican,18580,137497,156077,0,0,0
H0FL23041,"OLIVO, CHRISTINE ALEXANDRIA",FL,24,Other,-2151,17352,15270,0,0,0
H0FL23066,"MENDELSON, RICHARD",FL,23,Republican,3106,2583,5689,0,0,0
H0FL23082,"PERELMAN, JENNIFER PILCHICK",FL,23,Democrat,90503,223142,322029,0,0,0
H0FL23090,"SPALDING, CARLA A",FL,23,Republican,150950,296041,446991,0,0,0
H0FL23108,"KROSKE, MICHAEL T",FL,23,Republican,6188,14358,20470,0,0,0
